Date,AveragePrice,region
20-11-16,1.14,Spokane
13-11-16,1.07,Spokane
06-11-16,1.48,Spokane
30-10-16,1.39,Spokane
23-10-16,1.23,Spokane
16-10-16,1.33,Spokane
09-10-16,1.19,Spokane
02-10-16,0.87,Spokane
25-09-16,1.09,Spokane
18-09-16,1.05,Spokane
11-09-16,0.98,Spokane
04-09-16,1.12,Spokane
28-08-16,1.12,Spokane
21-08-16,1.09,Spokane
14-08-16,1.14,Spokane
07-08-16,1.16,Spokane
31-07-16,1.14,Spokane
24-07-16,1.08,Spokane
17-07-16,0.98,Spokane
10-07-16,1.06,Spokane
03-07-16,1.09,Spokane
26-06-16,1.02,Spokane
19-06-16,0.96,Spokane
12-06-16,0.99,Spokane
05-06-16,0.87,Spokane
29-05-16,0.87,Spokane
22-05-16,0.89,Spokane
15-05-16,0.85,Spokane
08-05-16,0.84,Spokane
01-05-16,0.86,Spokane
24-04-16,0.95,Spokane
17-04-16,0.82,Spokane
10-04-16,0.96,Spokane
03-04-16,0.92,Spokane
27-03-16,0.81,Spokane
20-03-16,1.02,Spokane
13-03-16,0.93,Spokane
06-03-16,0.91,Spokane
28-02-16,0.95,Spokane
21-02-16,0.82,Spokane
14-02-16,0.95,Spokane
07-02-16,0.74,Spokane
31-01-16,1,Spokane
24-01-16,0.97,Spokane
17-01-16,0.98,Spokane
10-01-16,0.88,Spokane
03-01-16,0.9,Spokane
25-12-16,1.02,StLouis
18-12-16,0.97,StLouis
11-12-16,1.11,StLouis
04-12-16,1.1,StLouis
27-11-16,1.16,StLouis
20-11-16,1.29,StLouis
13-11-16,1.34,StLouis
06-11-16,1.25,StLouis
30-10-16,1.01,StLouis
23-10-16,0.95,StLouis
16-10-16,1.29,StLouis
09-10-16,1.3,StLouis
02-10-16,1.16,StLouis
25-09-16,1.06,StLouis
18-09-16,1.17,StLouis
11-09-16,1.05,StLouis
04-09-16,1.16,StLouis
28-08-16,1.15,StLouis
21-08-16,1.03,StLouis
14-08-16,0.91,StLouis
07-08-16,0.85,StLouis
31-07-16,1.03,StLouis
24-07-16,0.94,StLouis
17-07-16,0.88,StLouis
10-07-16,0.74,StLouis
03-07-16,0.76,StLouis
26-06-16,0.97,StLouis
19-06-16,0.95,StLouis
12-06-16,0.92,StLouis
05-06-16,0.83,StLouis
29-05-16,0.8,StLouis
22-05-16,0.81,StLouis
15-05-16,0.75,StLouis
08-05-16,0.85,StLouis
01-05-16,0.79,StLouis
24-04-16,0.8,StLouis
17-04-16,0.91,StLouis
10-04-16,0.87,StLouis
03-04-16,0.94,StLouis
27-03-16,0.97,StLouis
20-03-16,0.88,StLouis
13-03-16,0.89,StLouis
06-03-16,0.96,StLouis
28-02-16,0.98,StLouis
21-02-16,1,StLouis
14-02-16,0.98,StLouis
07-02-16,0.87,StLouis
31-01-16,1.01,StLouis
24-01-16,1.1,StLouis
17-01-16,1.15,StLouis
10-01-16,1.01,StLouis
03-01-16,1,StLouis
25-12-16,1.46,Syracuse
18-12-16,1.42,Syracuse
11-12-16,1.5,Syracuse
04-12-16,1.64,Syracuse
27-11-16,1.55,Syracuse
20-11-16,1.61,Syracuse
13-11-16,1.62,Syracuse
06-11-16,1.59,Syracuse
30-10-16,1.56,Syracuse
23-10-16,1.38,Syracuse
16-10-16,1.36,Syracuse
09-10-16,1.23,Syracuse
02-10-16,1.43,Syracuse
25-09-16,1.54,Syracuse
18-09-16,1.46,Syracuse
11-09-16,1.35,Syracuse
04-09-16,1.53,Syracuse
28-08-16,1.38,Syracuse
21-08-16,1.44,Syracuse
14-08-16,1.35,Syracuse
07-08-16,1.53,Syracuse
31-07-16,1.6,Syracuse
24-07-16,1.5,Syracuse
17-07-16,1.31,Syracuse
10-07-16,1.29,Syracuse
03-07-16,1.37,Syracuse
26-06-16,1.43,Syracuse
19-06-16,1.35,Syracuse
12-06-16,1.29,Syracuse
05-06-16,1.31,Syracuse
29-05-16,1.36,Syracuse
22-05-16,1.27,Syracuse
15-05-16,1.23,Syracuse
08-05-16,1.23,Syracuse
01-05-16,1.31,Syracuse
24-04-16,1.22,Syracuse
17-04-16,1.21,Syracuse
10-04-16,1.28,Syracuse
03-04-16,1.03,Syracuse
27-03-16,1.29,Syracuse
20-03-16,1.24,Syracuse
13-03-16,1.18,Syracuse
06-03-16,1.36,Syracuse
28-02-16,1.27,Syracuse
21-02-16,1.34,Syracuse
14-02-16,1.28,Syracuse
07-02-16,1.28,Syracuse
31-01-16,1.2,Syracuse
24-01-16,1.32,Syracuse
17-01-16,1.37,Syracuse
10-01-16,1.36,Syracuse
03-01-16,1.34,Syracuse
25-12-16,0.93,Tampa
18-12-16,0.93,Tampa
11-12-16,1.22,Tampa
04-12-16,0.96,Tampa
27-11-16,1.45,Tampa
20-11-16,1.47,Tampa
13-11-16,1.38,Tampa
06-11-16,1.46,Tampa
30-10-16,1.52,Tampa
23-10-16,1.53,Tampa
16-10-16,1.26,Tampa
09-10-16,1.45,Tampa
02-10-16,1.45,Tampa
25-09-16,1.37,Tampa
18-09-16,1.14,Tampa
11-09-16,1.16,Tampa
04-09-16,0.95,Tampa
28-08-16,1.14,Tampa
21-08-16,1.14,Tampa
14-08-16,1.14,Tampa
07-08-16,1.21,Tampa
31-07-16,1.25,Tampa
24-07-16,1.22,Tampa
17-07-16,1.17,Tampa
10-07-16,1.15,Tampa
03-07-16,0.93,Tampa
26-06-16,1.16,Tampa
19-06-16,0.98,Tampa
12-06-16,1.23,Tampa
05-06-16,0.97,Tampa
29-05-16,0.96,Tampa
22-05-16,1.18,Tampa
15-05-16,0.86,Tampa
08-05-16,0.92,Tampa
01-05-16,0.75,Tampa
24-04-16,0.86,Tampa
17-04-16,1.06,Tampa
10-04-16,0.85,Tampa
03-04-16,1.04,Tampa
27-03-16,1.08,Tampa
20-03-16,1.1,Tampa
13-03-16,0.86,Tampa
06-03-16,1.08,Tampa
28-02-16,0.82,Tampa
21-02-16,1.05,Tampa
14-02-16,1,Tampa
07-02-16,0.56,Tampa
31-01-16,0.98,Tampa
24-01-16,0.81,Tampa
17-01-16,1.05,Tampa
10-01-16,0.85,Tampa
03-01-16,1.07,Tampa
25-12-16,1,TotalUS
18-12-16,0.96,TotalUS
11-12-16,0.98,TotalUS
04-12-16,1,TotalUS
27-11-16,1.21,TotalUS
20-11-16,1.27,TotalUS
13-11-16,1.36,TotalUS
06-11-16,1.44,TotalUS
30-10-16,1.43,TotalUS
23-10-16,1.34,TotalUS
16-10-16,1.3,TotalUS
09-10-16,1.27,TotalUS
02-10-16,1.23,TotalUS
25-09-16,1.22,TotalUS
18-09-16,1.15,TotalUS
11-09-16,1.08,TotalUS
04-09-16,1.04,TotalUS
28-08-16,1.09,TotalUS
21-08-16,1.1,TotalUS
14-08-16,1.12,TotalUS
07-08-16,1.15,TotalUS
31-07-16,1.23,TotalUS
24-07-16,1.2,TotalUS
17-07-16,1.15,TotalUS
10-07-16,1.1,TotalUS
03-07-16,1.06,TotalUS
26-06-16,1.04,TotalUS
19-06-16,1.02,TotalUS
12-06-16,1.04,TotalUS
05-06-16,0.97,TotalUS
29-05-16,0.94,TotalUS
22-05-16,0.93,TotalUS
15-05-16,0.89,TotalUS
08-05-16,0.82,TotalUS
01-05-16,0.84,TotalUS
24-04-16,0.87,TotalUS
17-04-16,0.9,TotalUS
10-04-16,0.9,TotalUS
03-04-16,0.94,TotalUS
27-03-16,0.94,TotalUS
20-03-16,0.93,TotalUS
13-03-16,0.93,TotalUS
06-03-16,0.95,TotalUS
28-02-16,0.91,TotalUS
21-02-16,0.94,TotalUS
14-02-16,0.88,TotalUS
07-02-16,0.76,TotalUS
31-01-16,0.93,TotalUS
24-01-16,0.95,TotalUS
17-01-16,0.94,TotalUS
10-01-16,0.93,TotalUS
03-01-16,0.86,TotalUS
25-12-16,0.92,West
18-12-16,0.88,West
11-12-16,0.84,West
04-12-16,0.93,West
27-11-16,1.09,West
20-11-16,1.1,West
13-11-16,1.18,West
06-11-16,1.26,West
30-10-16,1.26,West
23-10-16,1.17,West
16-10-16,1.15,West
09-10-16,1.13,West
02-10-16,1.03,West
25-09-16,1.08,West
18-09-16,1.04,West
11-09-16,0.96,West
04-09-16,0.92,West
28-08-16,0.96,West
21-08-16,0.93,West
14-08-16,1,West
07-08-16,0.95,West
31-07-16,1.1,West
24-07-16,1.08,West
17-07-16,1.02,West
10-07-16,1.01,West
03-07-16,0.97,West
26-06-16,0.87,West
19-06-16,0.86,West
12-06-16,0.92,West
05-06-16,0.82,West
29-05-16,0.79,West
22-05-16,0.83,West
15-05-16,0.77,West
08-05-16,0.75,West
01-05-16,0.79,West
24-04-16,0.78,West
17-04-16,0.77,West
10-04-16,0.79,West
03-04-16,0.79,West
27-03-16,0.78,West
20-03-16,0.78,West
13-03-16,0.81,West
06-03-16,0.8,West
28-02-16,0.78,West
21-02-16,0.77,West
14-02-16,0.78,West
07-02-16,0.69,West
31-01-16,0.85,West
24-01-16,0.78,West
17-01-16,0.81,West
10-01-16,0.77,West
03-01-16,0.73,West
25-12-16,0.73,WestTexNewMexico
18-12-16,0.76,WestTexNewMexico
11-12-16,0.79,WestTexNewMexico
04-12-16,0.85,WestTexNewMexico
27-11-16,0.8,WestTexNewMexico
20-11-16,0.99,WestTexNewMexico
13-11-16,0.96,WestTexNewMexico
06-11-16,0.99,WestTexNewMexico
30-10-16,1.11,WestTexNewMexico
23-10-16,1,WestTexNewMexico
16-10-16,0.87,WestTexNewMexico
09-10-16,1.05,WestTexNewMexico
02-10-16,1.14,WestTexNewMexico
25-09-16,1.07,WestTexNewMexico
18-09-16,0.95,WestTexNewMexico
11-09-16,0.73,WestTexNewMexico
04-09-16,0.88,WestTexNewMexico
28-08-16,0.93,WestTexNewMexico
21-08-16,0.92,WestTexNewMexico
14-08-16,0.93,WestTexNewMexico
07-08-16,0.95,WestTexNewMexico
31-07-16,1.06,WestTexNewMexico
24-07-16,1.03,WestTexNewMexico
17-07-16,0.95,WestTexNewMexico
10-07-16,0.87,WestTexNewMexico
03-07-16,0.86,WestTexNewMexico
26-06-16,0.8,WestTexNewMexico
19-06-16,0.79,WestTexNewMexico
12-06-16,0.82,WestTexNewMexico
05-06-16,0.75,WestTexNewMexico
29-05-16,0.77,WestTexNewMexico
22-05-16,0.8,WestTexNewMexico
15-05-16,0.7,WestTexNewMexico
08-05-16,0.74,WestTexNewMexico
01-05-16,0.73,WestTexNewMexico
24-04-16,0.77,WestTexNewMexico
17-04-16,0.73,WestTexNewMexico
10-04-16,0.77,WestTexNewMexico
03-04-16,0.73,WestTexNewMexico
27-03-16,0.71,WestTexNewMexico
20-03-16,0.7,WestTexNewMexico
13-03-16,0.72,WestTexNewMexico
06-03-16,0.77,WestTexNewMexico
28-02-16,0.73,WestTexNewMexico
21-02-16,0.7,WestTexNewMexico
14-02-16,0.7,WestTexNewMexico
07-02-16,0.68,WestTexNewMexico
31-01-16,0.79,WestTexNewMexico
24-01-16,1.12,WestTexNewMexico
17-01-16,0.83,WestTexNewMexico
10-01-16,0.74,WestTexNewMexico
03-01-16,0.76,WestTexNewMexico
31-12-17,1.47,Albany
24-12-17,1.45,Albany
17-12-17,1.43,Albany
10-12-17,1.29,Albany
03-12-17,1.39,Albany
26-11-17,1.5,Albany
19-11-17,1.65,Albany
12-11-17,1.26,Albany
05-11-17,1.62,Albany
29-10-17,1.67,Albany
22-10-17,1.56,Albany
15-10-17,1.65,Albany
08-10-17,1.78,Albany
01-10-17,1.69,Albany
24-09-17,1.64,Albany
17-09-17,1.41,Albany
10-09-17,1.78,Albany
03-09-17,1.76,Albany
27-08-17,1.61,Albany
20-08-17,1.61,Albany
13-08-17,1.52,Albany
06-08-17,1.53,Albany
30-07-17,1.61,Albany
23-07-17,1.49,Albany
16-07-17,1.39,Albany
09-07-17,1.52,Albany
02-07-17,1.56,Albany
25-06-17,1.53,Albany
18-06-17,1.58,Albany
11-06-17,1.65,Albany
04-06-17,1.7,Albany
28-05-17,1.8,Albany
21-05-17,1.38,Albany
14-05-17,1.77,Albany
07-05-17,1.47,Albany
30-04-17,1.13,Albany
23-04-17,1.34,Albany
16-04-17,1.62,Albany
09-04-17,1.54,Albany
02-04-17,1.62,Albany
26-03-17,1.16,Albany
19-03-17,1.6,Albany
12-03-17,1.54,Albany
05-03-17,1.18,Albany
26-02-17,1.4,Albany
19-02-17,1.67,Albany
12-02-17,1.42,Albany
05-02-17,1.49,Albany
29-01-17,1.31,Albany
22-01-17,1.59,Albany
15-01-17,1.55,Albany
08-01-17,1.55,Albany
01-01-17,1.47,Albany
31-12-17,0.95,Atlanta
24-12-17,1.11,Atlanta
17-12-17,1,Atlanta
10-12-17,0.99,Atlanta
03-12-17,1.07,Atlanta
26-11-17,1.12,Atlanta
19-11-17,1.13,Atlanta
12-11-17,1.11,Atlanta
05-11-17,1.08,Atlanta
29-10-17,1.28,Atlanta
22-10-17,1.49,Atlanta
15-10-17,1.64,Atlanta
08-10-17,1.6,Atlanta
01-10-17,1.55,Atlanta
24-09-17,1.5,Atlanta
17-09-17,1.59,Atlanta
10-09-17,1.54,Atlanta
03-09-17,1.53,Atlanta
27-08-17,1.49,Atlanta
20-08-17,1.43,Atlanta
13-08-17,1.37,Atlanta
06-08-17,1.36,Atlanta
30-07-17,1.34,Atlanta
23-07-17,1.24,Atlanta
16-07-17,1.2,Atlanta
09-07-17,1.19,Atlanta
02-07-17,1.16,Atlanta
25-06-17,1.12,Atlanta
18-06-17,1.2,Atlanta
11-06-17,1.13,Atlanta
04-06-17,1.08,Atlanta
28-05-17,1.23,Atlanta
21-05-17,1.2,Atlanta
14-05-17,1.18,Atlanta
07-05-17,1.1,Atlanta
30-04-17,1.17,Atlanta
23-04-17,1.21,Atlanta
16-04-17,1.15,Atlanta
09-04-17,1.23,Atlanta
02-04-17,1.26,Atlanta
26-03-17,1.32,Atlanta
19-03-17,1.25,Atlanta
12-03-17,1.21,Atlanta
05-03-17,1.08,Atlanta
26-02-17,0.85,Atlanta
19-02-17,0.86,Atlanta
12-02-17,0.79,Atlanta
05-02-17,0.83,Atlanta
29-01-17,0.95,Atlanta
22-01-17,0.84,Atlanta
15-01-17,0.99,Atlanta
08-01-17,0.98,Atlanta
01-01-17,0.93,Atlanta
31-12-17,1.15,BaltimoreWashington
24-12-17,1.41,BaltimoreWashington
17-12-17,1.44,BaltimoreWashington
10-12-17,1.13,BaltimoreWashington
03-12-17,1.43,BaltimoreWashington
26-11-17,1.43,BaltimoreWashington
19-11-17,1.45,BaltimoreWashington
12-11-17,1.49,BaltimoreWashington
05-11-17,1.41,BaltimoreWashington
29-10-17,1.55,BaltimoreWashington
22-10-17,1.6,BaltimoreWashington
15-10-17,1.66,BaltimoreWashington
08-10-17,1.71,BaltimoreWashington
01-10-17,1.59,BaltimoreWashington
24-09-17,1.59,BaltimoreWashington
17-09-17,1.58,BaltimoreWashington
10-09-17,1.57,BaltimoreWashington
03-09-17,1.62,BaltimoreWashington
27-08-17,1.66,BaltimoreWashington
20-08-17,1.57,BaltimoreWashington
13-08-17,1.48,BaltimoreWashington
06-08-17,1.47,BaltimoreWashington
30-07-17,1.47,BaltimoreWashington
23-07-17,1.48,BaltimoreWashington
16-07-17,1.48,BaltimoreWashington
09-07-17,1.64,BaltimoreWashington
02-07-17,1.6,BaltimoreWashington
25-06-17,1.65,BaltimoreWashington
18-06-17,1.67,BaltimoreWashington
11-06-17,1.65,BaltimoreWashington
04-06-17,1.8,BaltimoreWashington
28-05-17,1.75,BaltimoreWashington
21-05-17,1.67,BaltimoreWashington
14-05-17,1.59,BaltimoreWashington
07-05-17,1.37,BaltimoreWashington
30-04-17,1.69,BaltimoreWashington
23-04-17,1.67,BaltimoreWashington
16-04-17,1.7,BaltimoreWashington
09-04-17,1.64,BaltimoreWashington
02-04-17,1.5,BaltimoreWashington
26-03-17,1.6,BaltimoreWashington
19-03-17,1.58,BaltimoreWashington
12-03-17,1.6,BaltimoreWashington
05-03-17,1.33,BaltimoreWashington
26-02-17,1.48,BaltimoreWashington
19-02-17,1.38,BaltimoreWashington
12-02-17,1.24,BaltimoreWashington
05-02-17,1.09,BaltimoreWashington
29-01-17,1.46,BaltimoreWashington
22-01-17,1.42,BaltimoreWashington
15-01-17,1.48,BaltimoreWashington
08-01-17,1.14,BaltimoreWashington
01-01-17,1.47,BaltimoreWashington
31-12-17,1.13,Boise
24-12-17,1.18,Boise
17-12-17,1.29,Boise
10-12-17,1.08,Boise
03-12-17,1.14,Boise
26-11-17,1.44,Boise
19-11-17,1.42,Boise
12-11-17,1.23,Boise
05-11-17,1.21,Boise
29-10-17,1.44,Boise
22-10-17,1.43,Boise
15-10-17,1.83,Boise
08-10-17,1.89,Boise
01-10-17,1.8,Boise
24-09-17,1.78,Boise
17-09-17,1.73,Boise
10-09-17,1.76,Boise
03-09-17,1.68,Boise
27-08-17,1.3,Boise
20-08-17,1.37,Boise
13-08-17,1.51,Boise
06-08-17,1.54,Boise
30-07-17,1.54,Boise
23-07-17,1.51,Boise
16-07-17,1.49,Boise
09-07-17,0.98,Boise
02-07-17,1.17,Boise
25-06-17,1.2,Boise
18-06-17,1.21,Boise
11-06-17,1.21,Boise
04-06-17,1.19,Boise
28-05-17,1.21,Boise
21-05-17,1.29,Boise
14-05-17,1.2,Boise
07-05-17,1.09,Boise
30-04-17,1.03,Boise
23-04-17,1.14,Boise
16-04-17,1.15,Boise
09-04-17,1.21,Boise
02-04-17,1.2,Boise
26-03-17,1.16,Boise
19-03-17,1.15,Boise
12-03-17,0.98,Boise
05-03-17,1.11,Boise
26-02-17,0.91,Boise
19-02-17,0.94,Boise
12-02-17,0.98,Boise
05-02-17,0.9,Boise
29-01-17,0.93,Boise
22-01-17,1.01,Boise
15-01-17,1,Boise
08-01-17,1.02,Boise
01-01-17,0.92,Boise
31-12-17,1.4,Boston
24-12-17,1.45,Boston
17-12-17,1.28,Boston
10-12-17,1.14,Boston
03-12-17,1.4,Boston
26-11-17,1.39,Boston
19-11-17,1.36,Boston
12-11-17,1.23,Boston
05-11-17,1.49,Boston
29-10-17,1.49,Boston
22-10-17,1.48,Boston
15-10-17,1.59,Boston
08-10-17,1.61,Boston
01-10-17,1.62,Boston
24-09-17,1.62,Boston
17-09-17,1.58,Boston
10-09-17,1.63,Boston
03-09-17,1.81,Boston
27-08-17,1.79,Boston
20-08-17,1.77,Boston
13-08-17,1.52,Boston
06-08-17,1.55,Boston
30-07-17,1.48,Boston
23-07-17,1.37,Boston
16-07-17,1.56,Boston
09-07-17,1.69,Boston
02-07-17,1.67,Boston
25-06-17,1.68,Boston
18-06-17,1.66,Boston
11-06-17,1.72,Boston
04-06-17,1.73,Boston
28-05-17,1.73,Boston
21-05-17,1.69,Boston
14-05-17,1.62,Boston
07-05-17,1.49,Boston
30-04-17,1.61,Boston
23-04-17,1.63,Boston
16-04-17,1.61,Boston
09-04-17,1.53,Boston
02-04-17,1.56,Boston
26-03-17,1.51,Boston
19-03-17,1.54,Boston
12-03-17,1.55,Boston
05-03-17,1.3,Boston
26-02-17,1.24,Boston
19-02-17,1.31,Boston
12-02-17,1.12,Boston
05-02-17,1.19,Boston
29-01-17,1.32,Boston
22-01-17,1.26,Boston
15-01-17,1.3,Boston
08-01-17,1.09,Boston
01-01-17,1.29,Boston
31-12-17,1.27,BuffaloRochester
24-12-17,1.28,BuffaloRochester
17-12-17,1.26,BuffaloRochester
10-12-17,1.25,BuffaloRochester
03-12-17,1.13,BuffaloRochester
26-11-17,1.23,BuffaloRochester
19-11-17,1.3,BuffaloRochester
12-11-17,1.37,BuffaloRochester
05-11-17,1.37,BuffaloRochester
29-10-17,1.36,BuffaloRochester
22-10-17,1.5,BuffaloRochester
15-10-17,1.5,BuffaloRochester
08-10-17,1.49,BuffaloRochester
01-10-17,1.53,BuffaloRochester
24-09-17,1.42,BuffaloRochester
17-09-17,1.37,BuffaloRochester
10-09-17,1.46,BuffaloRochester
03-09-17,1.56,BuffaloRochester
27-08-17,1.33,BuffaloRochester
20-08-17,1.34,BuffaloRochester
13-08-17,1.32,BuffaloRochester
06-08-17,1.32,BuffaloRochester
30-07-17,1.32,BuffaloRochester
23-07-17,1.34,BuffaloRochester
16-07-17,1.35,BuffaloRochester
09-07-17,1.31,BuffaloRochester
02-07-17,1.34,BuffaloRochester
25-06-17,1.46,BuffaloRochester
18-06-17,1.5,BuffaloRochester
11-06-17,1.62,BuffaloRochester
04-06-17,1.6,BuffaloRochester
28-05-17,1.64,BuffaloRochester
21-05-17,1.71,BuffaloRochester
14-05-17,1.55,BuffaloRochester
07-05-17,1.71,BuffaloRochester
30-04-17,1.54,BuffaloRochester
23-04-17,1.55,BuffaloRochester
16-04-17,1.54,BuffaloRochester
09-04-17,1.56,BuffaloRochester
02-04-17,1.54,BuffaloRochester
26-03-17,1.53,BuffaloRochester
19-03-17,1.54,BuffaloRochester
12-03-17,1.48,BuffaloRochester
05-03-17,1.68,BuffaloRochester
26-02-17,1.69,BuffaloRochester
19-02-17,1.68,BuffaloRochester
12-02-17,1.56,BuffaloRochester
05-02-17,1.4,BuffaloRochester
29-01-17,1.37,BuffaloRochester
22-01-17,1.34,BuffaloRochester
15-01-17,1.29,BuffaloRochester
08-01-17,1.37,BuffaloRochester
01-01-17,1.43,BuffaloRochester
31-12-17,0.93,California
24-12-17,1.13,California
17-12-17,0.98,California
10-12-17,1.06,California
03-12-17,1.09,California
26-11-17,1.3,California
19-11-17,1.26,California
12-11-17,1.15,California
05-11-17,1.15,California
29-10-17,1.2,California
22-10-17,1.53,California
15-10-17,1.68,California
08-10-17,1.74,California
01-10-17,1.77,California
24-09-17,1.74,California
17-09-17,1.72,California
10-09-17,1.71,California
03-09-17,1.65,California
27-08-17,1.78,California
20-08-17,1.64,California
13-08-17,1.26,California
06-08-17,1.36,California
30-07-17,1.38,California
23-07-17,1.46,California
16-07-17,1.49,California
09-07-17,1.28,California
02-07-17,1.28,California
25-06-17,1.15,California
18-06-17,1.2,California
11-06-17,1.22,California
04-06-17,1.2,California
28-05-17,1.32,California
21-05-17,1.35,California
14-05-17,1.17,California
07-05-17,1.08,California
30-04-17,1.25,California
23-04-17,1.26,California
16-04-17,1.34,California
09-04-17,1.13,California
02-04-17,1.22,California
26-03-17,1.33,California
19-03-17,1.31,California
12-03-17,1.31,California
05-03-17,1.15,California
26-02-17,0.95,California
19-02-17,0.95,California
12-02-17,0.79,California
05-02-17,0.67,California
29-01-17,0.76,California
22-01-17,0.76,California
15-01-17,0.93,California
08-01-17,1,California
01-01-17,0.89,California
31-12-17,0.93,Charlotte
24-12-17,1.33,Charlotte
17-12-17,1.26,Charlotte
10-12-17,1.02,Charlotte
03-12-17,1.26,Charlotte
26-11-17,1.4,Charlotte
19-11-17,1.4,Charlotte
12-11-17,1.44,Charlotte
05-11-17,1.47,Charlotte
29-10-17,1.49,Charlotte
22-10-17,1.64,Charlotte
15-10-17,1.7,Charlotte
08-10-17,1.77,Charlotte
01-10-17,1.76,Charlotte
24-09-17,1.72,Charlotte
17-09-17,1.61,Charlotte
10-09-17,1.69,Charlotte
03-09-17,1.65,Charlotte
27-08-17,1.58,Charlotte
20-08-17,1.52,Charlotte
13-08-17,1.47,Charlotte
06-08-17,1.43,Charlotte
30-07-17,1.4,Charlotte
23-07-17,1.39,Charlotte
16-07-17,1.38,Charlotte
09-07-17,1.32,Charlotte
02-07-17,1.36,Charlotte
25-06-17,1.33,Charlotte
18-06-17,1.43,Charlotte
11-06-17,1.38,Charlotte
04-06-17,1.49,Charlotte
28-05-17,1.5,Charlotte
21-05-17,1.5,Charlotte
14-05-17,1.41,Charlotte
07-05-17,1.36,Charlotte
30-04-17,1.53,Charlotte
23-04-17,1.5,Charlotte
16-04-17,1.56,Charlotte
09-04-17,1.54,Charlotte
02-04-17,1.48,Charlotte
26-03-17,1.48,Charlotte
19-03-17,1.47,Charlotte
12-03-17,1.55,Charlotte
05-03-17,1.41,Charlotte
26-02-17,1.26,Charlotte
19-02-17,1.33,Charlotte
12-02-17,1.25,Charlotte
05-02-17,0.95,Charlotte
29-01-17,1.33,Charlotte
22-01-17,1.18,Charlotte
15-01-17,1.37,Charlotte
08-01-17,1.28,Charlotte
01-01-17,1.21,Charlotte
31-12-17,0.93,Chicago
24-12-17,1.36,Chicago
17-12-17,1.49,Chicago
10-12-17,1.13,Chicago
03-12-17,1.56,Chicago
26-11-17,1.7,Chicago
19-11-17,1.71,Chicago
12-11-17,1.78,Chicago
05-11-17,1.77,Chicago
29-10-17,1.94,Chicago
22-10-17,2.06,Chicago
15-10-17,2.11,Chicago
08-10-17,2.22,Chicago
01-10-17,2.14,Chicago
24-09-17,2.07,Chicago
17-09-17,2.15,Chicago
10-09-17,2.02,Chicago
03-09-17,2,Chicago
27-08-17,1.93,Chicago
20-08-17,1.88,Chicago
13-08-17,1.89,Chicago
06-08-17,1.72,Chicago
30-07-17,1.62,Chicago
23-07-17,1.59,Chicago
16-07-17,1.54,Chicago
09-07-17,1.54,Chicago
02-07-17,1.45,Chicago
25-06-17,1.44,Chicago
18-06-17,1.53,Chicago
11-06-17,1.6,Chicago
04-06-17,1.64,Chicago
28-05-17,1.63,Chicago
21-05-17,1.64,Chicago
14-05-17,1.6,Chicago
07-05-17,1.51,Chicago
30-04-17,1.62,Chicago
23-04-17,1.63,Chicago
16-04-17,1.65,Chicago
09-04-17,1.65,Chicago
02-04-17,1.65,Chicago
26-03-17,1.64,Chicago
19-03-17,1.64,Chicago
12-03-17,1.66,Chicago
05-03-17,1.62,Chicago
26-02-17,1.61,Chicago
19-02-17,1.27,Chicago
12-02-17,1.05,Chicago
05-02-17,0.7,Chicago
29-01-17,1.1,Chicago
22-01-17,1.21,Chicago
15-01-17,1.23,Chicago
08-01-17,1.16,Chicago
01-01-17,1.15,Chicago
31-12-17,0.86,CincinnatiDayton
24-12-17,1.36,CincinnatiDayton
17-12-17,1.3,CincinnatiDayton
10-12-17,1.16,CincinnatiDayton
03-12-17,1.05,CincinnatiDayton
26-11-17,1.23,CincinnatiDayton
19-11-17,1.01,CincinnatiDayton
12-11-17,0.9,CincinnatiDayton
05-11-17,1.01,CincinnatiDayton
29-10-17,1.42,CincinnatiDayton
22-10-17,1.75,CincinnatiDayton
15-10-17,1.81,CincinnatiDayton
08-10-17,1.9,CincinnatiDayton
01-10-17,1.86,CincinnatiDayton
24-09-17,1.79,CincinnatiDayton
17-09-17,1.79,CincinnatiDayton
10-09-17,1.75,CincinnatiDayton
03-09-17,1.72,CincinnatiDayton
27-08-17,1.31,CincinnatiDayton
20-08-17,1.15,CincinnatiDayton
13-08-17,1.34,CincinnatiDayton
06-08-17,1.46,CincinnatiDayton
30-07-17,1.48,CincinnatiDayton
23-07-17,1.47,CincinnatiDayton
16-07-17,1.5,CincinnatiDayton
09-07-17,1.09,CincinnatiDayton
02-07-17,0.79,CincinnatiDayton
25-06-17,0.8,CincinnatiDayton
18-06-17,1.09,CincinnatiDayton
11-06-17,0.87,CincinnatiDayton
04-06-17,1,CincinnatiDayton
28-05-17,0.96,CincinnatiDayton
21-05-17,1,CincinnatiDayton
14-05-17,0.76,CincinnatiDayton
07-05-17,0.6,CincinnatiDayton
30-04-17,1.1,CincinnatiDayton
23-04-17,1.13,CincinnatiDayton
16-04-17,1.06,CincinnatiDayton
09-04-17,1.17,CincinnatiDayton
02-04-17,1.01,CincinnatiDayton
26-03-17,1.16,CincinnatiDayton
19-03-17,0.95,CincinnatiDayton
12-03-17,0.9,CincinnatiDayton
05-03-17,0.78,CincinnatiDayton
26-02-17,0.78,CincinnatiDayton
19-02-17,0.7,CincinnatiDayton
12-02-17,0.65,CincinnatiDayton
05-02-17,0.65,CincinnatiDayton
29-01-17,0.71,CincinnatiDayton
22-01-17,0.69,CincinnatiDayton
